# emapper version: emapper-2.0.1 emapper DB: 2.0
# command: emapper.py  -i Y1.faa --target_orthologs one2one --scratch_dir scratch --output_dir mapper --output Y1 --keep_mapping_files --cpu 72 -m diamond
# time: Sun Aug  9 17:28:10 2020
#query_name	seed_eggNOG_ortholog	seed_ortholog_evalue	seed_ortholog_score	best_tax_level	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	taxonomic scope	eggNOG OGs	best eggNOG OG	COG Functional cat.	eggNOG free text desc.
Y1_g_01346	543734.LCABL_01110	7.8e-247	859.4	Lactobacillaceae	dnaB	GO:0003674,GO:0003678,GO:0003824,GO:0004386,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006268,GO:0006725,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017111,GO:0032392,GO:0032508,GO:0034641,GO:0034645,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0051276,GO:0071103,GO:0071704,GO:0071840,GO:0090304,GO:0140097,GO:1901360,GO:1901576	3.6.4.12	ko:K02314	ko03030,ko04112,map03030,map04112				ko00000,ko00001,ko01000,ko03032				Bacteria	1TPCT@1239,3F4MW@33958,4H9Y8@91061,COG0305@1,COG0305@2	NA|NA|NA	L	Participates in initiation and elongation during chromosome replication
Y1_g_01347	543734.LCABL_01120	9.9e-219	765.8	Lactobacillaceae													Bacteria	1U598@1239,2CC2J@1,309K5@2,3F58S@33958,4IF0I@91061	NA|NA|NA		
Y1_g_01349	543734.LCABL_01130	1.9e-250	871.3	Lactobacillaceae	purA	GO:0003674,GO:0003824,GO:0004019,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006163,GO:0006164,GO:0006167,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009167,GO:0009168,GO:0009259,GO:0009260,GO:0009987,GO:0016874,GO:0016879,GO:0017144,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0034641,GO:0034654,GO:0044208,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0046033,GO:0046040,GO:0046390,GO:0046483,GO:0055086,GO:0071704,GO:0072521,GO:0072522,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	6.3.4.4	ko:K01939	ko00230,ko00250,ko01100,map00230,map00250,map01100	M00049	R01135	RC00458,RC00459	ko00000,ko00001,ko00002,ko01000				Bacteria	1TQ4C@1239,3F3RQ@33958,4H9YT@91061,COG0104@1,COG0104@2	NA|NA|NA	F	Plays an important role in the de novo pathway of purine nucleotide biosynthesis. Catalyzes the first committed step in the biosynthesis of AMP from IMP
Y1_g_01350	543734.LCABL_01140	0.0	1135.9	Lactobacillaceae	cadA	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	3.6.3.3,3.6.3.5	ko:K01534,ko:K12951,ko:K21887					ko00000,ko01000	3.A.3,3.A.3.6			Bacteria	1TQ07@1239,3F4T3@33958,4H9SP@91061,COG2217@1,COG2217@2	NA|NA|NA	P	P-type ATPase
Y1_g_01351	543734.LCABL_01150	2.5e-56	224.6	Lactobacillaceae	nmtR	GO:0008150,GO:0010565,GO:0019216,GO:0019217,GO:0019222,GO:0031323,GO:0050789,GO:0050794,GO:0062012,GO:0065007,GO:0080090		ko:K21886,ko:K21903,ko:K22298					ko00000,ko03000				Bacteria	1VA6G@1239,3FB53@33958,4HFYU@91061,COG0640@1,COG0640@2	NA|NA|NA	K	helix_turn_helix, Arsenical Resistance Operon Repressor
Y1_g_01352	543734.LCABL_01160	0.0	1476.1	Lactobacillaceae			3.6.3.6	ko:K01535	ko00190,map00190				ko00000,ko00001,ko01000	3.A.3.3			Bacteria	1TPF5@1239,3F55J@33958,4HVA4@91061,COG0474@1,COG0474@2	NA|NA|NA	P	Cation transporter/ATPase, N-terminus
Y1_g_01353	543734.LCABL_01170	9.3e-161	572.8	Lactobacillaceae	lysR5												Bacteria	1UXFR@1239,3F4XG@33958,4HBNZ@91061,COG0583@1,COG0583@2	NA|NA|NA	K	LysR substrate binding domain
Y1_g_01354	543734.LCABL_01180	7.8e-205	719.5	Lactobacillaceae													Bacteria	1TNYC@1239,3F58D@33958,4HF5V@91061,COG1476@1,COG1476@2	NA|NA|NA	K	Helix-turn-helix XRE-family like proteins
Y1_g_01355	543734.LCABL_01190	8e-34	149.1	Lactobacillaceae													Bacteria	1VF37@1239,2E3AZ@1,32YAF@2,3F8CH@33958,4HP14@91061	NA|NA|NA	S	Phospholipase_D-nuclease N-terminal
Y1_g_01356	543734.LCABL_01200	6.3e-168	596.7	Lactobacillaceae	yxlF			ko:K01990		M00254			ko00000,ko00002,ko02000	3.A.1			Bacteria	1TQEV@1239,3F612@33958,4HBHF@91061,COG1131@1,COG1131@2	NA|NA|NA	V	ABC transporter
Y1_g_01357	543734.LCABL_01210	1e-131	476.1	Lactobacillaceae				ko:K01992,ko:K19341	ko02010,map02010	M00254,M00762			ko00000,ko00001,ko00002,ko02000	3.A.1,3.A.1.132.2			Bacteria	1UYUR@1239,3F5JZ@33958,4HIS1@91061,COG1277@1,COG1277@2	NA|NA|NA	S	COG1277 ABC-type transport system involved in multi-copper enzyme maturation, permease component
Y1_g_01358	543734.LCABL_01220	0.0	1487.6	Lactobacillaceae	nrdD	GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0008270,GO:0008998,GO:0009058,GO:0009117,GO:0009165,GO:0009262,GO:0009263,GO:0009265,GO:0009394,GO:0009987,GO:0015949,GO:0016491,GO:0016725,GO:0016728,GO:0017076,GO:0018130,GO:0019001,GO:0019103,GO:0019438,GO:0019637,GO:0019692,GO:0030554,GO:0031250,GO:0032552,GO:0032553,GO:0032554,GO:0032555,GO:0032556,GO:0032558,GO:0032559,GO:0032560,GO:0032564,GO:0032567,GO:0032991,GO:0034641,GO:0034654,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0043169,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046385,GO:0046483,GO:0046872,GO:0046914,GO:0051065,GO:0055086,GO:0055114,GO:0071704,GO:0090407,GO:0097159,GO:0097367,GO:1901135,GO:1901137,GO:1901265,GO:1901293,GO:1901360,GO:1901362,GO:1901363,GO:1901576	1.1.98.6	ko:K21636	ko00230,ko00240,ko01100,map00230,map00240,map01100	M00053	R11633,R11634,R11635,R11636	RC00613	ko00000,ko00001,ko00002,ko01000			iECIAI39_1322.ECIAI39_4713,iPC815.YPO3454	Bacteria	1TR9K@1239,3F435@33958,4HBIY@91061,COG1328@1,COG1328@2	NA|NA|NA	F	Ribonucleoside-triphosphate reductase
Y1_g_01359	543734.LCABL_01230	3.9e-130	470.7	Lactobacillaceae													Bacteria	1VPN2@1239,2E7NX@1,33B9D@2,3F7ZV@33958,4HS0V@91061	NA|NA|NA		
Y1_g_01360	543734.LCABL_01240	2.1e-103	381.7	Lactobacillaceae													Bacteria	1V6QF@1239,3F7M5@33958,4HIIT@91061,COG1476@1,COG1476@2	NA|NA|NA	K	Bacteriophage CI repressor helix-turn-helix domain
Y1_g_01361	543734.LCABL_01250	8.4e-262	909.1	Lactobacillaceae													Bacteria	1V57P@1239,2DBW0@1,2ZBE0@2,3F5BJ@33958,4HH8K@91061	NA|NA|NA		
Y1_g_01362	543734.LCABL_01260	6.4e-142	510.0	Lactobacillaceae													Bacteria	1V45T@1239,3F6PM@33958,4HHSG@91061,COG0639@1,COG0639@2	NA|NA|NA	T	Calcineurin-like phosphoesterase superfamily domain
Y1_g_01363	543734.LCABL_01270	2e-208	731.5	Bacilli													Bacteria	1U53V@1239,4HDF7@91061,COG0277@1,COG0277@2	NA|NA|NA	C	COG0277 FAD FMN-containing dehydrogenases
Y1_g_01364	543734.LCABL_26990	1.5e-291	1008.1	Lactobacillaceae	lysS	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464	6.1.1.6	ko:K04567	ko00970,map00970	M00359,M00360	R03658	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016				Bacteria	1TP2P@1239,3F439@33958,4H9X4@91061,COG1190@1,COG1190@2	NA|NA|NA	J	Belongs to the class-II aminoacyl-tRNA synthetase family
Y1_g_01365	543734.LCABL_27000	2.4e-189	667.9	Lactobacillaceae	dus			ko:K05540					ko00000,ko01000,ko03016				Bacteria	1TQ2R@1239,3F4C6@33958,4HA9K@91061,COG0042@1,COG0042@2	NA|NA|NA	J	Catalyzes the synthesis of 5,6-dihydrouridine (D), a modified base found in the D-loop of most tRNAs, via the reduction of the C5-C6 double bond in target uridines
Y1_g_01366	543734.LCABL_27010	1e-162	579.3	Lactobacillaceae	hslO	GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006457,GO:0006950,GO:0006979,GO:0008150,GO:0008270,GO:0009266,GO:0009408,GO:0009628,GO:0009987,GO:0031647,GO:0036506,GO:0042026,GO:0042802,GO:0043167,GO:0043169,GO:0044183,GO:0044424,GO:0044444,GO:0044464,GO:0046872,GO:0046914,GO:0050896,GO:0065007,GO:0065008		ko:K04083					ko00000,ko03110				Bacteria	1TRCH@1239,3F42B@33958,4HAFR@91061,COG1281@1,COG1281@2	NA|NA|NA	O	Redox regulated molecular chaperone. Protects both thermally unfolding and oxidatively damaged proteins from irreversible aggregation. Plays an important role in the bacterial defense system toward oxidative stress
Y1_g_01367	543734.LCABL_27020	1.7e-162	578.6	Lactobacillaceae													Bacteria	1U7E3@1239,29Q36@1,30B1U@2,3F9G9@33958,4IH9Z@91061	NA|NA|NA	S	WxL domain surface cell wall-binding
Y1_g_01369	543734.LCABL_27040	1.7e-185	655.2	Lactobacillaceae													Bacteria	1U765@1239,3F910@33958,4IH0X@91061,COG4072@1,COG4072@2	NA|NA|NA	S	Bacterial protein of unknown function (DUF916)
Y1_g_01370	543734.LCABL_27050	6.1e-196	689.9	Lactobacillaceae													Bacteria	1V92G@1239,3F9EF@33958,4HIJ2@91061,COG4072@1,COG4072@2	NA|NA|NA	S	Protein of unknown function C-terminal (DUF3324)
Y1_g_01371	543734.LCABL_27060	0.0	1671.8	Lactobacillaceae													Bacteria	1VUWY@1239,3F94G@33958,4HVSW@91061,COG4886@1,COG4886@2	NA|NA|NA	S	Leucine-rich repeat (LRR) protein
Y1_g_01372	543734.LCABL_27070	0.0	1194.9	Lactobacillaceae	ftsH	GO:0003674,GO:0003824,GO:0004176,GO:0005575,GO:0005623,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008237,GO:0009056,GO:0009057,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0019538,GO:0030163,GO:0030428,GO:0032502,GO:0042623,GO:0043170,GO:0043934,GO:0044238,GO:0044464,GO:0070011,GO:0071704,GO:0140096,GO:1901564,GO:1901565,GO:1901575		ko:K03798		M00742			ko00000,ko00002,ko01000,ko01002,ko03110				Bacteria	1TPTV@1239,3F49Z@33958,4HAJB@91061,COG0465@1,COG0465@2	NA|NA|NA	O	Acts as a processive, ATP-dependent zinc metallopeptidase for both cytoplasmic and membrane proteins. Plays a role in the quality control of integral membrane proteins
Y1_g_01373	543734.LCABL_27080	2.2e-96	358.2	Lactobacillaceae	hpt	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464	2.4.2.8	ko:K00760	ko00230,ko00983,ko01100,ko01110,map00230,map00983,map01100,map01110		R00190,R01132,R01229,R02142,R08237,R08238,R08245	RC00063,RC00122	ko00000,ko00001,ko01000				Bacteria	1V1C9@1239,3F56C@33958,4HFZ2@91061,COG0634@1,COG0634@2	NA|NA|NA	F	Belongs to the purine pyrimidine phosphoribosyltransferase family
Y1_g_01374	543734.LCABL_27090	4.2e-242	843.6	Lactobacillaceae	tilS		6.3.4.19	ko:K04075			R09597	RC02633,RC02634	ko00000,ko01000,ko03016				Bacteria	1TPXP@1239,3F4GY@33958,4H9ZM@91061,COG0037@1,COG0037@2	NA|NA|NA	J	Ligates lysine onto the cytidine present at position 34 of the AUA codon-specific tRNA(Ile) that contains the anticodon CAU, in an ATP-dependent manner. Cytidine is converted to lysidine, thus changing the amino acid specificity of the tRNA from methionine to isoleucine
Y1_g_01375	543734.LCABL_27100	1.6e-69	268.9	Lactobacillaceae	yabR			ko:K07570,ko:K07571					ko00000				Bacteria	1V6FE@1239,3F6HV@33958,4HIKM@91061,COG1098@1,COG1098@2	NA|NA|NA	J	RNA binding
Y1_g_01376	543734.LCABL_27110	1.9e-66	258.5	Bacteria	divIC			ko:K05589,ko:K13052					ko00000,ko03036				Bacteria	COG2919@1,COG2919@2	NA|NA|NA	D	cell cycle
Y1_g_01377	543734.LCABL_27120	4.6e-39	166.8	Lactobacillaceae	yabO												Bacteria	1VEI5@1239,3F7JX@33958,4HKJJ@91061,COG1188@1,COG1188@2	NA|NA|NA	J	S4 domain protein
Y1_g_01378	543734.LCABL_27130	4.2e-281	973.4	Lactobacillaceae	yabM	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944		ko:K03328					ko00000	2.A.66.2			Bacteria	1TNYX@1239,3F4BV@33958,4HACG@91061,COG2244@1,COG2244@2	NA|NA|NA	S	Polysaccharide biosynthesis protein
Y1_g_01379	543734.LCABL_27140	0.0	2282.3	Lactobacillaceae	mfd			ko:K03723	ko03420,map03420				ko00000,ko00001,ko01000,ko03400				Bacteria	1TPF1@1239,3F4KU@33958,4H9NB@91061,COG1197@1,COG1197@2	NA|NA|NA	L	Couples transcription and DNA repair by recognizing RNA polymerase (RNAP) stalled at DNA lesions. Mediates ATP-dependent release of RNAP and its truncated transcript from the DNA, and recruitment of nucleotide excision repair machinery to the damaged site
Y1_g_01380	543734.LCABL_27150	6.2e-102	376.7	Lactobacillaceae	pth	GO:0003674,GO:0003824,GO:0004045,GO:0005575,GO:0005623,GO:0005886,GO:0008150,GO:0016020,GO:0016787,GO:0016788,GO:0040007,GO:0044464,GO:0052689,GO:0071944,GO:0140098,GO:0140101	3.1.1.29	ko:K01056					ko00000,ko01000,ko03012				Bacteria	1V3NB@1239,3F3VZ@33958,4HH2Z@91061,COG0193@1,COG0193@2	NA|NA|NA	J	The natural substrate for this enzyme may be peptidyl- tRNAs which drop off the ribosome during protein synthesis
Y1_g_01381	543734.LCABL_27160	4e-181	640.6	Lactobacillaceae	ldh		1.1.1.27	ko:K00016	ko00010,ko00270,ko00620,ko00640,ko01100,ko01110,ko01120,ko01130,ko04922,map00010,map00270,map00620,map00640,map01100,map01110,map01120,map01130,map04922		R00703,R01000,R03104	RC00031,RC00044	ko00000,ko00001,ko01000,ko04147				Bacteria	1TPSY@1239,3F3RM@33958,4HB0Z@91061,COG0039@1,COG0039@2	NA|NA|NA	C	Belongs to the LDH MDH superfamily. LDH family
Y1_g_01382	543734.LCABL_27170	2.9e-262	910.6	Lactobacillaceae													Bacteria	1TQMA@1239,3F3QW@33958,4HDTN@91061,COG1376@1,COG1376@2	NA|NA|NA	S	Putative peptidoglycan binding domain
Y1_g_01383	543734.LCABL_27180	5.8e-97	360.1	Lactobacillaceae	padR												Bacteria	1VC8Z@1239,3F7RS@33958,4HKXU@91061,COG1695@1,COG1695@2	NA|NA|NA	K	Transcriptional regulator PadR-like family
Y1_g_01384	543734.LCABL_27190	1.2e-237	828.9	Lactobacillaceae	XK27_06930			ko:K01421					ko00000				Bacteria	1TQ15@1239,3F46P@33958,4H9T9@91061,COG1511@1,COG1511@2	NA|NA|NA	S	ABC-2 family transporter protein
Y1_g_01385	543734.LCABL_27200	1.4e-115	422.2	Lactobacillaceae													Bacteria	1VB36@1239,3F66F@33958,4HW64@91061,COG2249@1,COG2249@2	NA|NA|NA	S	Flavodoxin-like fold
Y1_g_01386	543734.LCABL_27210	3.9e-119	434.1	Lactobacillaceae													Bacteria	1TR5G@1239,3F3JY@33958,4H9ZA@91061,COG0517@1,COG0517@2	NA|NA|NA	S	(CBS) domain
Y1_g_01387	543734.LCABL_27220	6.1e-123	446.8	Lactobacillaceae	yciB												Bacteria	1V4KP@1239,3F6PH@33958,4HIBF@91061,COG1376@1,COG1376@2	NA|NA|NA	M	ErfK YbiS YcfS YnhG
Y1_g_01388	543734.LCABL_27230	4.4e-285	986.5	Lactobacillaceae	gltD	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0008150,GO:0016020,GO:0040007,GO:0044424,GO:0044444,GO:0044464,GO:0071944	1.4.1.13,1.4.1.14	ko:K00266	ko00250,ko00910,ko01100,ko01110,ko01120,ko01130,ko01230,map00250,map00910,map01100,map01110,map01120,map01130,map01230		R00093,R00114,R00248	RC00006,RC00010,RC02799	ko00000,ko00001,ko01000			iJN678.gltD,iNJ661.Rv3858c,iSB619.SA_RS02450	Bacteria	1TQ1A@1239,3FB6A@33958,4HAD5@91061,COG0493@1,COG0493@2	NA|NA|NA	E	Dihydroprymidine dehydrogenase domain II, 4Fe-4S cluster
Y1_g_01389	543734.LCABL_27240	0.0	2919.8	Lactobacillaceae	gltB	GO:0003674,GO:0003824,GO:0004355,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006082,GO:0006520,GO:0006536,GO:0006537,GO:0006541,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009987,GO:0015930,GO:0016020,GO:0016053,GO:0016491,GO:0016638,GO:0016639,GO:0019676,GO:0019740,GO:0019752,GO:0040007,GO:0043436,GO:0043648,GO:0043650,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0045181,GO:0046394,GO:0055114,GO:0071704,GO:0071944,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	1.4.1.13,1.4.1.14,1.4.7.1,2.1.1.21	ko:K00265,ko:K00284,ko:K22083	ko00250,ko00630,ko00680,ko00910,ko01100,ko01110,ko01120,ko01130,ko01230,map00250,map00630,map00680,map00910,map01100,map01110,map01120,map01130,map01230		R00021,R00093,R00114,R00248,R01586,R10086	RC00006,RC00010,RC00554,RC02799	ko00000,ko00001,ko01000			iBWG_1329.BWG_2914,iECDH10B_1368.ECDH10B_3387,iECDH1ME8569_1439.EcDH1_0495,iEcDH1_1363.EcDH1_0495,iPC815.YPO3557	Bacteria	1TQ0B@1239,3F4TU@33958,4HA4G@91061,COG0067@1,COG0067@2,COG0069@1,COG0069@2,COG0070@1,COG0070@2	NA|NA|NA	E	GXGXG motif
Y1_g_01390	543734.LCABL_27250	6.9e-87	326.6	Lactobacillaceae													Bacteria	1V463@1239,3FCEF@33958,4HH0P@91061,COG4708@1,COG4708@2	NA|NA|NA	S	QueT transporter
Y1_g_01391	543734.LCABL_27260	9.6e-62	242.7	Lactobacillaceae	ndoA			ko:K07171					ko00000,ko01000,ko02048				Bacteria	1V6DK@1239,3F6Y9@33958,4HGXF@91061,COG2337@1,COG2337@2	NA|NA|NA	L	Toxic component of a toxin-antitoxin (TA) module
Y1_g_01392	1423816.BACQ01000044_gene1675	8.7e-32	142.5	Lactobacillaceae													Bacteria	1U736@1239,29PVB@1,30ATJ@2,3F8WZ@33958,4IGXQ@91061	NA|NA|NA		
Y1_g_01393	543734.LCABL_27280	4.8e-218	763.5	Lactobacillaceae	alr		5.1.1.1	ko:K01775	ko00473,ko01100,ko01502,map00473,map01100,map01502		R00401	RC00285	ko00000,ko00001,ko01000,ko01011				Bacteria	1TNYY@1239,3F3X2@33958,4HA95@91061,COG0787@1,COG0787@2	NA|NA|NA	E	Catalyzes the interconversion of L-alanine and D- alanine. May also act on other amino acids
Y1_g_01394	543734.LCABL_27290	1.4e-62	245.4	Lactobacillaceae	acpS		2.7.6.3,2.7.8.7,5.1.1.1	ko:K00950,ko:K00997,ko:K01775	ko00473,ko00770,ko00790,ko01100,ko01502,map00473,map00770,map00790,map01100,map01502	M00126,M00841	R00401,R01625,R03503	RC00002,RC00017,RC00285	ko00000,ko00001,ko00002,ko01000,ko01011			iYO844.BSU04620	Bacteria	1VA0T@1239,3F6HC@33958,4HKBI@91061,COG0736@1,COG0736@2	NA|NA|NA	I	Transfers the 4'-phosphopantetheine moiety from coenzyme A to a Ser of acyl-carrier-protein
Y1_g_01395	543734.LCABL_27300	5.3e-265	919.8	Lactobacillaceae	cshA	GO:0000166,GO:0003674,GO:0003676,GO:0003723,GO:0003724,GO:0003824,GO:0004004,GO:0004386,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006139,GO:0006725,GO:0006807,GO:0006950,GO:0008026,GO:0008144,GO:0008150,GO:0008152,GO:0008186,GO:0009266,GO:0009295,GO:0009409,GO:0009628,GO:0009987,GO:0010501,GO:0016020,GO:0016070,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034641,GO:0035639,GO:0036094,GO:0042623,GO:0043167,GO:0043168,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043590,GO:0044237,GO:0044238,GO:0044424,GO:0044464,GO:0046483,GO:0050896,GO:0070035,GO:0071704,GO:0071944,GO:0090304,GO:0097159,GO:0097367,GO:0140098,GO:1901265,GO:1901360,GO:1901363	3.6.4.13	ko:K05592	ko03018,map03018				ko00000,ko00001,ko01000,ko03009,ko03019				Bacteria	1TPAP@1239,3F46Q@33958,4HAB3@91061,COG0513@1,COG0513@2	NA|NA|NA	F	DEAD-box RNA helicase possibly involved in RNA degradation. Unwinds dsRNA in both 5'- and 3'-directions, has RNA- dependent ATPase activity
Y1_g_01396	543734.LCABL_27310	2.3e-262	911.0	Lactobacillaceae	murF		6.3.2.10	ko:K01929	ko00300,ko00550,ko01100,ko01502,map00300,map00550,map01100,map01502		R04573,R04617	RC00064,RC00141	ko00000,ko00001,ko01000,ko01011				Bacteria	1VT78@1239,3F4SK@33958,4HACR@91061,COG0770@1,COG0770@2	NA|NA|NA	M	Involved in cell wall formation. Catalyzes the final step in the synthesis of UDP-N-acetylmuramoyl-pentapeptide, the precursor of murein
Y1_g_01397	543734.LCABL_27320	8.1e-145	519.6	Lactobacillaceae													Bacteria	1V46E@1239,29SV9@1,30E1E@2,3F6E2@33958,4HI7R@91061	NA|NA|NA		
Y1_g_01398	543734.LCABL_27330	1.9e-123	448.4	Lactobacillaceae													Bacteria	1VQ45@1239,3F62R@33958,4HRFF@91061,COG0457@1,COG0457@2	NA|NA|NA	S	Tetratricopeptide repeat
Y1_g_01399	543734.LCABL_27340	6.3e-125	453.4	Lactobacillaceae													Bacteria	1V8QF@1239,2DNW7@1,32ZGM@2,3F601@33958,4HIIB@91061	NA|NA|NA		
Y1_g_01400	1423816.BACQ01000043_gene1667	2.1e-65	255.0	Lactobacillaceae													Bacteria	1U7DP@1239,29Q2X@1,30B1I@2,3F9FK@33958,4IH9K@91061	NA|NA|NA		
Y1_g_01401	543734.LCABL_27360	4.2e-42	176.8	Lactobacillaceae	rpmE2	GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0006950,GO:0007154,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009267,GO:0009605,GO:0009987,GO:0009991,GO:0010467,GO:0015934,GO:0019538,GO:0022625,GO:0022626,GO:0031667,GO:0031668,GO:0031669,GO:0032991,GO:0033554,GO:0034224,GO:0034641,GO:0034645,GO:0042594,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0050896,GO:0051716,GO:0071496,GO:0071704,GO:0120127,GO:1901564,GO:1901566,GO:1901576,GO:1990904		ko:K02909	ko03010,map03010	M00178			br01610,ko00000,ko00001,ko00002,ko03011				Bacteria	1VEGU@1239,3F7D7@33958,4HKF0@91061,COG0254@1,COG0254@2	NA|NA|NA	J	Ribosomal protein L31
Y1_g_01402	543734.LCABL_27370	2.8e-235	820.8	Lactobacillaceae	murA	GO:0000270,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006022,GO:0006023,GO:0006024,GO:0006807,GO:0008150,GO:0008152,GO:0008760,GO:0009058,GO:0009059,GO:0009252,GO:0009273,GO:0009987,GO:0016740,GO:0016765,GO:0030203,GO:0034645,GO:0042221,GO:0042546,GO:0043170,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044249,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046677,GO:0050896,GO:0051716,GO:0070589,GO:0070887,GO:0071236,GO:0071554,GO:0071704,GO:0071840,GO:1901135,GO:1901137,GO:1901564,GO:1901566,GO:1901576	2.5.1.7	ko:K00790	ko00520,ko00550,ko01100,map00520,map00550,map01100		R00660	RC00350	ko00000,ko00001,ko01000,ko01011			iYO844.BSU37100	Bacteria	1TPAU@1239,3F3P8@33958,4H9KI@91061,COG0766@1,COG0766@2	NA|NA|NA	M	Cell wall formation. Adds enolpyruvyl to UDP-N- acetylglucosamine
Y1_g_01403	543734.LCABL_27380	2.2e-311	1073.9	Lactobacillaceae	pyrG	GO:0005575,GO:0005623,GO:0005886,GO:0008150,GO:0016020,GO:0040007,GO:0044464,GO:0071944	6.3.4.2	ko:K01937	ko00240,ko01100,map00240,map01100	M00052	R00571,R00573	RC00010,RC00074	ko00000,ko00001,ko00002,ko01000			iHN637.CLJU_RS01075,iNJ661.Rv1699	Bacteria	1TP34@1239,3F42X@33958,4H9X6@91061,COG0504@1,COG0504@2	NA|NA|NA	F	Catalyzes the ATP-dependent amination of UTP to CTP with either L-glutamine or ammonia as the source of nitrogen. Regulates intracellular CTP levels through interactions with the four ribonucleotide triphosphates
Y1_g_01404	543734.LCABL_27390	2.8e-157	561.2	Lactobacillaceae													Bacteria	1VNI3@1239,3F5J9@33958,4HSHZ@91061,COG3548@1,COG3548@2	NA|NA|NA	S	Protein of unknown function (DUF1211)
